,id_colonia,colonia_hechos,safety_degree,ranking
1615,1214,SAN AGUSTÍN (DEL PUEBLO DE SAN ANDRÉS MIXQUIC),76.1,1616
1616,26,3 DE MAYO,75.52,1617
1617,55,AGRÍCOLA ORIENTAL,74.54,1618
1618,955,NARVARTE,73.93,1619
1619,1067,PISTA OLIMPICA VIRGILIO URIBE (CANAL DE CUEMANCO),72.86,1620
1620,1481,TLACAELEL 2,72.78,1621
1621,1201,ROMA NORTE,70.55,1622
1622,1550,VALLE VERDE,70.14,1623
1623,1013,PARQUE ECOLOGICO DE XOCHIMILCO,69.49,1624
1624,406,DEL VALLE CENTRO,66.24,1625
1625,415,DOCTORES,57.0,1626
1626,312,CENTRO,25.73,1627
